Image_Container,Payload(gb),Sharing_Points,Num_Updates
Container_115,0.22283141730629225,0.284938553872535,0.5416666666666667
Container_116,0.29339480289965864,0.7538344288844432,0.8333333333333334
Container_117,0.2244906753637635,0.7398650696735863,0.29166666666666663
Container_118,0.8845604235143387,0.2678081183368408,0.875
Container_119,0.27584465501935634,0.8173071093905618,0.45833333333333337
Container_120,0.40571507337405466,0.5826080178752371,1.0
Container_122,0.3233638886060985,0.6302926377233322,0.41666666666666663
Container_123,0.3184218784196288,0.8551534204577932,0.08333333333333337
Container_124,0.2651673432050985,0.24739535971316481,0.375
Container_125,0.4403083451849785,0.664917249084154,0.5416666666666667
Container_126,0.38846388433615037,0.6584565287051711,0.0
Container_127,0.2991632062353654,0.010964171581490816,0.9583333333333334
Container_128,0.5602700610294485,0.5078767093628482,0.08333333333333337
Container_129,0.6222210631542242,0.4243550105224869,0.375
Container_131,0.9208940066806727,0.6987883984168637,0.45833333333333337
Container_132,0.006072743779531841,0.6084075969757593,0.0
Container_133,0.20535213493030646,0.3362086137164731,0.0
Container_134,0.544803921303723,0.5012601002883941,0.5416666666666667
Container_135,0.868924040664291,0.42903167138662995,1.0
Container_136,0.4902598165792317,0.31596040427135025,0.08333333333333337
Container_137,0.051588771319127306,0.20521880710506032,0.5416666666666667
Container_138,0.4670330180596605,0.7064789073934544,0.16666666666666663
Container_139,0.4332186340962933,0.1715641698493942,0.0
Container_140,0.6530641049348317,0.0040877480145842535,0.20833333333333337
Container_145,0.4220138328028035,0.709700607099864,0.20833333333333337
Container_146,0.5077233766026336,0.02357383494851343,0.375
Container_147,0.9508369455969146,0.5368373647882079,1.0
Container_148,0.04511329019456959,0.5714273342167026,0.875
Container_149,0.5403317842782874,0.9714463872794824,0.08333333333333337
Container_150,0.034089444674431674,0.39526444785090115,0.75
Container_151,0.8554392001259565,0.7194263296006651,0.7083333333333333
Container_152,0.5334918462932594,0.9292265322559692,0.0
Container_153,0.5650020688108502,0.8961261659175349,0.41666666666666663
Container_154,0.43520909384593465,0.3835208327920531,0.25
Container_155,0.9646248051787798,0.9587761005308876,0.16666666666666663
Container_156,0.4836463456240434,0.8435830150605801,0.5416666666666667
Container_158,0.3412369498181261,0.46692994535235177,0.41666666666666663
Container_159,0.6015245409928766,0.6386586643802992,0.0
Container_160,0.8990322430253491,0.7524487515913638,0.08333333333333337
Container_161,0.9283918678262761,0.5333125481739371,0.75
Container_162,0.035496435335406744,0.31127508292412553,0.625
Container_163,0.11896556501006132,0.9725635895970277,0.7083333333333333
Container_164,0.6202690585647223,0.18017269003265002,0.5833333333333333
Container_165,0.03776605872232078,0.6948565390977509,0.9583333333333334
Container_166,0.1271389746553413,0.689833458910338,0.08333333333333337
Container_167,0.533577949315834,0.3987286410835996,0.29166666666666663
Container_168,0.22243592929507625,0.5492131951120234,0.625
Container_169,0.2675919166597997,0.3852356084422389,0.20833333333333337
Container_170,0.2594169434858568,0.7697264153394476,0.25
Container_171,0.03458395692608931,0.49927684966267416,0.04166666666666663
Container_172,0.09415203059918853,0.4349467813314627,0.5833333333333333
Container_174,0.028639230420933033,0.033230273584660554,0.45833333333333337
Container_175,0.8049346482885033,0.6335403188789871,0.125
Container_176,0.09822876958998733,0.24214710696562655,0.45833333333333337
Container_177,0.7408152126266444,0.6609420873496323,0.6666666666666667
Container_178,0.7637932392931519,0.561822858479046,0.29166666666666663
Container_179,0.47530690456291064,0.588211350429127,0.41666666666666663
Container_180,0.16768410811102333,0.1192635125187283,0.20833333333333337
Container_181,0.10183252563923337,0.6539877194349901,0.33333333333333337
Container_182,0.06278277731233836,0.9598933028484329,0.0
Container_183,0.687546532190455,0.3875739388743104,0.41666666666666663
Container_185,0.04828320452216539,0.13855906882485905,0.45833333333333337
Container_186,0.8594468807082024,0.6759333835641352,0.375
Container_187,0.01936347810984074,0.9967783002935904,0.33333333333333337
Container_188,0.022671069454106144,0.06550789403032901,0.375
Container_189,0.9994362389435373,0.8535512310876701,0.125
Container_190,0.6543103231760116,0.5434366528964986,0.5833333333333333
Container_191,0.6105591138286923,0.3813990144370253,0.5416666666666667
Container_192,0.4795008177336041,0.4410004590056033,0.33333333333333337
Container_194,0.9033020211699266,0.33445919613396036,0.0
Container_195,0.8989146721807981,0.6742532498462764,0.375
Container_196,0.4561880194016363,0.5120250807590048,0.04166666666666663
Container_197,0.14815480519832755,0.7504395195163986,0.08333333333333337
Container_199,0.30138688909241157,0.12497943135268086,0.04166666666666663
Container_200,0.490186016366477,0.9800116050473295,0.625
Container_201,0.10331963739391596,0.7530636458901677,0.125
Container_202,0.583097508185891,0.222946815973395,0.16666666666666663
Container_203,0.5079826793333475,0.29566023192773694,0.7083333333333333
Container_204,0.30259866756819115,0.10876700702365177,0.45833333333333337
Container_205,0.21877011356632012,0.8103527414759195,0.16666666666666663
Container_206,0.5892046772599211,0.7676912018152372,0.5416666666666667
Container_207,0.9973624641017409,0.6325270423584227,0.5
Container_208,0.09692252574749154,0.23857032745286533,0.375
Container_209,0.5680061787004275,0.7810543272103718,0.7916666666666666
Container_210,0.876291181754494,0.7904942537694752,0.29166666666666663
Container_212,0.706037962331704,0.06370651354932579,0.7916666666666666
Container_213,0.7602099056404733,0.24339421652939802,0.08333333333333337
Container_214,0.9517824683997755,0.7674054058735397,0.0
Container_215,0.05001098183299043,0.9200550806723999,0.875
Container_216,0.8482772488126524,0.0068937445330700545,0.125
Container_217,0.18757031856879794,0.7693799960161778,0.8333333333333334
Container_218,0.10227921253762508,0.26843167311872657,0.6666666666666667
Container_219,0.6943137473441219,0.7265885491092693,0.29166666666666663
Container_220,0.150859263686668,0.8565304372677908,0.125
Container_221,0.7392923199407988,0.1402132210934726,0.0
Container_222,0.20460627040328447,0.8096945447617068,0.8333333333333334
Container_223,0.6609559956856562,0.27581906518745614,0.41666666666666663
Container_224,0.3637579603626993,0.2034001056578936,0.125
Container_225,0.9782829203987392,0.584452700771649,0.29166666666666663
Container_226,0.7096596888681838,0.9006729195354517,0.20833333333333337
Container_227,0.28926104699410154,0.524097794174959,0.45833333333333337
Container_228,0.9065021995939436,0.551958568248937,0.7083333333333333
Container_229,0.43232044249533175,0.35640486026310547,0.41666666666666663
Container_230,0.41231436037581276,0.5410723410151819,0.04166666666666663
Container_231,0.48534572912185486,0.06268457654567972,0.375
Container_232,0.12205459704757307,0.30115963868464585,0.5
Container_233,0.8749192784764535,0.8128123186711355,0.8333333333333334
Container_236,0.642809809741365,0.10108515853014281,0.29166666666666663
Container_237,0.9274210696572539,0.07170879991685936,0.45833333333333337
Container_238,0.3042559576468376,0.8986723479435683,0.5833333333333333
Container_239,0.05560163251003424,0.6894004347562507,0.41666666666666663
Container_240,0.31127970252230297,0.9632102678687418,0.9583333333333334
Container_241,0.315685600887722,0.3805589475780959,0.8333333333333334
Container_242,0.16416071169560656,0.45291728372608625,0.29166666666666663
Container_243,0.3371934104339746,0.6263521179211377,0.45833333333333337
Container_244,0.7014143066085988,0.567763949873124,0.7083333333333333
Container_245,0.9349413598936811,0.9577541635272415,0.04166666666666663
Container_246,0.042045659977782784,0.4122822971065326,0.375
Container_247,0.6290386890008718,0.9496652723288905,0.0
Container_248,0.3277125514732712,0.372669247490625,0.6666666666666667
Container_249,0.14951261040664662,0.4477729567755289,0.6666666666666667
Container_250,0.8276439898732867,0.5645942130652047,0.41666666666666663
Container_251,0.197718843824547,0.25434972762780705,0.9166666666666666
Container_252,0.046768601166903324,0.33720456927087394,0.5416666666666667
Container_254,0.39945388998263903,0.27847783349355226,1.0
Container_255,0.2507508709345357,0.7133380099941975,0.75
Container_256,0.010936241977416472,0.4692942572336685,0.8333333333333334
Container_257,0.5838542125524788,0.9017728008868334,0.6666666666666667
Container_258,0.10379381049497852,0.24242424242424243,0.8333333333333334
Container_259,0.8921052416663937,0.3427732598924368,0.8333333333333334
Container_260,0.9030796212081658,0.011873522305074177,0.33333333333333337
Container_261,0.787536057509432,0.6391523119159587,0.9166666666666666
Container_262,0.16641829281343565,0.3856253301809175,0.5833333333333333
Container_264,0.19220388019731804,0.5995825647154598,0.33333333333333337
Container_265,0.7680009062343824,0.6184710783167485,0.875
Container_266,0.7925885471195147,0.37194176691175834,0.125
Container_268,0.6760496297422025,0.17307109390561806,0.75
Container_269,0.506626528475804,0.30852970978721195,0.6666666666666667
Container_270,0.40535153896652987,0.5719989261000978,0.16666666666666663
Container_271,0.27890888627225585,0.3524037170793387,0.125
Container_272,0.4667501595829708,0.7034477383148432,0.25
Container_273,0.7025581269125134,0.052144768635194474,0.33333333333333337
Container_274,0.6295485083765974,0.8984038729680341,0.20833333333333337
Container_275,0.4743913829512777,0.31686109451185185,0.8333333333333334
Container_276,0.3422351620885468,0.7010487845011995,0.7916666666666666
Container_277,0.1839190191517427,0.5327236353243784,0.08333333333333337
Container_278,0.6880263227579818,0.7853326058527544,0.33333333333333337
Container_279,0.6315252895559146,0.2997133380099942,0.6666666666666667
Container_281,0.026027074678985566,0.5554920453462894,0.5
Container_282,0.23451883807501137,0.091861744048083,0.375
Container_283,0.4791240929648971,0.6778127083928741,0.75
Container_284,0.9014093720253848,0.7360631176006998,0.6666666666666667
Container_286,0.258107101121401,0.6819610797890306,0.16666666666666663
Container_287,0.1460528298805377,0.3163501260100288,0.0
Container_288,0.0,0.8603843522391679,0.33333333333333337
Container_289,0.1499964839925049,0.24173140377770272,0.25
Container_291,0.4286639649323689,0.6456736556765137,0.5
Container_292,0.501495002843016,0.8204595252323175,1.0
Container_294,0.4317186161969352,0.5095481825976252,0.16666666666666663
Container_295,0.444770635698625,0.42233711796444007,0.16666666666666663
Container_296,0.07665291102756135,0.9950462036772412,0.6666666666666667
Container_297,0.5933458309474541,0.15659019460105486,0.5
Container_298,0.45326346041001453,0.7498592671499216,0.16666666666666663
Container_299,0.3243715791076265,0.7209245931738072,0.33333333333333337
Container_300,0.5721093706022781,0.5050707128443624,0.125
Container_301,0.37411034208600474,0.33271843903452936,0.875
Container_302,0.3157221694624233,0.9210510362268007,0.0
Container_303,0.8161928901089955,0.4078741112179237,0.9583333333333334
Container_304,0.3478279503136669,0.9151445867650497,0.125
Container_305,0.8226495454872387,0.6313665376254688,0.5416666666666667
Container_306,0.6344146127551222,0.17931530220755715,0.8333333333333334
Container_307,0.7870986611801136,0.5847644781625919,0.875
Container_308,0.9694474608224182,0.5949232248174803,0.875
Container_309,0.03978147882599528,0.7251682298838629,0.7916666666666666
Container_310,0.759332332599372,0.5512830505685608,0.04166666666666663
Container_311,0.9473870409321624,0.33297825352698174,0.08333333333333337
Container_312,0.2106745055683267,0.3087722033135008,0.875
Container_313,0.02479335251958007,0.994232118267557,0.625
Container_314,0.5878989463235718,0.21156694120398037,0.9166666666666666
Container_315,0.25616620416179403,0.772480448959443,0.25
Container_316,0.1858705692358079,0.08913369187733292,0.125
Container_317,0.10512749430188513,0.8372781833770687,0.20833333333333337
Container_318,0.8952795408901343,0.22253111278547116,0.7083333333333333
Container_319,0.0629650751128797,0.48353209142005943,0.125
Container_320,0.7945166714171804,0.6421055366468341,0.625
Container_321,0.5782814361594621,0.6192332008279422,0.9583333333333334
Container_322,0.5335618042289396,0.04137978816458382,0.45833333333333337
Container_323,0.19455614674621055,0.9084933357582686,0.41666666666666663
Container_324,0.8323087065630539,0.10067811582530073,0.25
Container_325,0.02296158235527425,0.3774238527025037,0.0
Container_326,0.16856668130313113,0.3924584513324153,0.5416666666666667
Container_327,0.34189361711730687,0.4572561857500411,0.5
Container_328,0.4413229932576489,0.3772073406254601,0.20833333333333337
Container_330,0.835204505400214,0.8314583387461353,0.8333333333333334
Container_331,0.8961936032906251,0.46909506612278834,0.5
Container_333,0.8256578306554592,0.8136264040808197,0.45833333333333337
Container_334,0.6395209056771911,0.027133293495111156,0.04166666666666663
Container_335,0.9882826226062941,0.8191517922869738,0.9166666666666666
Container_336,0.630147379241063,0.7085314418838283,0.7083333333333333
Container_337,0.8197650020676939,0.716187308928092,0.0
Container_338,0.4110854170846104,0.18786319900924073,0.33333333333333337
Container_339,0.5626037750872379,0.7214528826417937,0.9583333333333334
Container_341,0.5414099116627988,0.31917344349467813,0.5416666666666667
Container_342,0.11234224086103163,0.8870326586817012,0.125
Container_343,0.9969694372672382,0.35626629253379755,0.375
Container_344,0.803000859153995,0.8299773961391567,0.0
Container_345,0.0034101448030664765,0.07769319372634606,0.29166666666666663
Container_346,0.8218382933142466,0.9043189829128668,0.04166666666666663
Container_347,0.5046386089387774,0.170854010236691,0.0
Container_348,0.9797611809260484,0.5359366745477063,0.875
Container_349,0.158781007124273,0.3233391358569981,0.29166666666666663
Container_350,0.383469380665157,0.8843132669940329,0.8333333333333334
Container_351,0.6618308579084482,0.2584547966085548,0.375
Container_352,0.4515987950915665,0.7225181220608485,0.16666666666666663
Container_353,0.30213705015074704,0.5555959711432704,0.25
Container_355,0.4371261069942252,0.20870032130392233,0.45833333333333337
Container_356,0.9184617293675422,0.5397472871036746,0.20833333333333337
Container_357,0.7439516852628759,0.8281240527596629,0.7916666666666666
Container_358,0.8430430593348832,0.9337040020092321,0.125
Container_359,0.9776722664107491,0.34507694839218134,0.33333333333333337
Container_360,0.7201014058369674,0.6346142187811236,0.375
Container_362,0.37767675731170747,0.9707189067006158,0.08333333333333337
Container_363,0.56783377665451,0.9661981345319441,0.20833333333333337
Container_364,0.26195658731137506,0.14376401915698858,0.20833333333333337
Container_365,0.0983744444553476,0.9068565044558186,0.08333333333333337
Container_366,0.7710888168636723,0.8292932179756987,0.20833333333333337
Container_367,0.2976389030136777,0.6475183385729256,0.04166666666666663
Container_369,0.32893309096062606,0.20145149696450068,0.625
Container_370,0.5358344116825048,0.6099838048966372,0.29166666666666663
Container_371,0.30750973733698383,0.14501112872076005,0.29166666666666663
Container_372,0.7754612069126974,0.26122615119471365,0.125
Container_373,0.8696482811354675,0.858470385478102,0.625
Container_374,0.9439383201944029,0.9754302094970857,0.16666666666666663
Container_375,0.8637283532063676,0.2681372166939472,0.375
Container_376,0.7375750025271518,0.685226081910849,0.45833333333333337
Container_377,0.8840046859965434,0.3202127014644877,0.9583333333333334
Container_378,0.04387721919761336,0.8284877930490963,0.25
Container_379,0.99657909499581,0.8662128573531832,0.5833333333333333
Container_382,0.9402415837398166,0.13644591095291295,0.29166666666666663
Container_383,0.8335520454508093,0.3466704772792226,0.5833333333333333
Container_384,0.19767298233681055,0.9996102782613214,0.08333333333333337
Container_385,0.3689091090987953,0.853109546450501,0.7916666666666666
Container_386,0.409764675857062,0.8685165458529277,0.875
Container_387,0.9698498818782022,0.7632483739943015,0.41666666666666663
Container_388,0.8742625834221466,0.40744974754691815,0.5833333333333333
Container_389,0.4467193723836617,0.6038695038409242,0.45833333333333337
Container_390,0.6010508011640403,0.6833207756328648,0.7083333333333333
Container_391,0.6844898794861791,0.9210856781591277,0.20833333333333337
Container_392,0.09118414022122817,0.5721374938294058,0.375
Container_394,0.4371297267931164,0.8577255839330717,0.5416666666666667
Container_395,0.9813010675955366,0.40792607411641424,0.875
Container_396,0.6040382995252861,0.5167450440385565,0.04166666666666663
Container_397,0.3855333684843548,0.48005923770427916,0.16666666666666663
Container_398,0.28124600091932495,0.8413572709085713,0.16666666666666663
Container_399,0.9667324491032667,0.4918288342123724,0.7083333333333333
Container_400,0.09560882741832068,0.42454554115028537,0.5416666666666667
Container_401,0.9489761078235449,0.5357807858522349,0.04166666666666663
Container_402,0.3927683437183156,0.7706617475122762,0.8333333333333334
Container_403,0.3519453583305695,0.911074159716629,0.125
Container_405,0.9889669823929472,0.799206699749712,0.25
Container_407,0.9514126950878429,0.8156529571219483,0.9166666666666666
Container_408,0.4823894910857502,0.48022378688283235,0.45833333333333337
Container_409,0.2825520693327658,0.6163146180293937,0.75
Container_410,0.8050166714344341,0.45100331696502033,0.625
Container_411,0.149149636199257,0.1595347588488486,0.45833333333333337
Container_412,0.7387379496593006,0.4426199693418899,0.9583333333333334
Container_413,0.34459153518047897,0.03550798063515983,0.5
Container_414,0.8477698973813462,0.7294291875600821,0.625
Container_415,0.6314150738353443,0.45857257917846656,0.20833333333333337
Container_416,0.7084673899049774,0.8542613907003732,0.7083333333333333
Container_417,0.3737842011298611,0.01916564905990456,0.20833333333333337
Container_418,0.3140603257682266,0.310131899157335,0.7083333333333333
Container_419,0.13031280019201658,0.3333333333333333,0.6666666666666667
Container_420,0.3157957789448534,0.7681848493508968,0.25
Container_421,0.8118252737328736,0.996310634207176,0.625
Container_422,0.8734389464358104,0.2901521646877463,0.7083333333333333
Container_423,0.1772833449666885,0.6025184684801719,0.8333333333333334
Container_424,0.31132506844843955,0.14799033490088076,0.125
Container_425,0.9559053145734243,0.7555925069500377,0.875
Container_426,0.4336588020165826,0.6788346453965202,0.25
Container_427,0.08954320288711644,0.6511037785687686,0.7916666666666666
Container_428,0.1559289940112088,0.33297825352698174,0.375
Container_429,0.5449694859891722,0.14222245316843773,0.29166666666666663
Container_430,0.35439638960124636,0.9276243428858462,0.5833333333333333
Container_431,0.4748952161687485,0.04874119878406818,0.04166666666666663
Container_432,0.0891722572783386,0.21822685269384326,0.25
Container_434,0.8470865301032457,0.23666502117488114,0.625
Container_435,0.8486151543047619,0.2638849195008098,0.7083333333333333
Container_436,0.6293619938527458,0.13610815211272484,0.0
Container_437,0.19355754080617651,0.651770635766063,0.08333333333333337
Container_438,0.9708881928374905,0.1906258931123178,0.8333333333333334
Container_441,0.6011138805228814,0.17170273757870214,1.0
Container_442,0.6704980743802602,0.3397940537123161,0.20833333333333337
Container_443,0.6775843401134942,0.9331670520581639,0.25
Container_444,0.91304240250257,0.47532195345856393,0.6666666666666667
Container_445,0.3466262301403216,0.8133839105545307,0.08333333333333337
Container_446,0.21401682092576602,0.8348965505295886,0.5
Container_448,0.7113661587925282,0.24900620956636962,0.29166666666666663
Container_449,0.6424486299173102,0.9738886435085349,0.41666666666666663
Container_450,0.01401401057822655,0.9819169113253138,0.9583333333333334
Container_451,0.32733851060191527,0.34078134878363514,0.875
Container_452,0.15751899234686384,0.5146665280989373,0.08333333333333337
Container_453,0.25131392202896113,0.5736877203010384,0.45833333333333337
Container_454,0.09232669051876964,0.683485324811418,0.7916666666666666
Container_455,0.8696037829883816,0.44695021088276304,0.33333333333333337
Container_456,0.1652359804524392,0.4845540284237055,0.45833333333333337
Container_457,0.3487008414301364,0.9137589094719704,1.0
Container_458,0.5306866976899105,0.40755367334389914,0.0
Container_459,0.9326348390336575,0.4252816822122338,0.7916666666666666
Container_460,0.4146579353571466,0.7305550503607091,0.6666666666666667
Container_461,0.8983112799074987,0.3426433526462106,0.29166666666666663
Container_463,0.37659780388586456,0.7775121896299375,0.20833333333333337
Container_464,0.6735434415926338,0.1271965150216079,0.0
Container_465,0.7743951720081103,0.7544579836663289,0.6666666666666667
Container_466,0.4775065862087427,0.2779582045086475,0.6666666666666667
Container_467,0.020851719194122723,0.6239098616920852,0.5416666666666667
Container_468,0.26488239103715044,0.8596482111772195,0.33333333333333337
Container_469,0.5391703221609769,0.47634389046221,0.7916666666666666
Container_470,0.15944849825030594,0.19658430547255926,0.41666666666666663
Container_471,0.9757138284331089,0.9531727679769978,0.7916666666666666
Container_472,0.18827675380264383,0.70437441000459,0.125
Container_474,0.2526255739381329,0.41526150328665334,0.08333333333333337
Container_475,0.35349116906121203,0.04397793308910771,0.7916666666666666
Container_476,0.3816937538731351,0.9880312123810266,0.5416666666666667
Container_478,0.780011229997148,0.2124156685459915,0.45833333333333337
Container_481,0.17514362901840516,0.9028207193397247,0.16666666666666663
Container_482,0.44335953681527707,0.9990040444455992,0.6666666666666667
Container_483,0.6578305345325478,0.3765491439112474,0.29166666666666663
Container_484,0.1384164427849823,0.9536577550295755,0.9166666666666666
Container_485,0.7475586064738178,0.4901140585621866,0.45833333333333337
Container_486,0.6601166778008684,0.34337949370815907,0.25
Container_487,0.6614854645000278,0.8147695878476101,0.5
Container_488,0.5009076889413038,0.6535633557639845,0.08333333333333337
Container_489,0.39735989322492965,0.4267366433699672,0.29166666666666663
Container_490,0.7559651490479808,0.9368390968848243,0.41666666666666663
Container_491,0.5423167125604844,0.20387643222738963,0.0
Container_492,0.7242803002061646,0.2534403769042237,0.45833333333333337
Container_493,0.018061515369432953,0.9879013051348005,0.9166666666666666
Container_494,0.5825591287812837,0.5762772047424806,0.5
Container_495,0.41399992496178,0.8968969489118103,0.0
Container_496,0.6552312944033649,0.7414066356621373,0.7083333333333333
Container_497,0.8006978044414702,0.41388448647665566,0.25
Container_498,0.6432847772973886,0.5956593658794288,0.33333333333333337
Container_499,0.10611245339576503,0.6957658898213342,0.04166666666666663
Container_500,0.8446911102121316,0.8666978444057609,0.125
Container_501,0.2643150476451777,0.29201416855032175,0.04166666666666663
Container_502,0.342562990118212,0.6514501978920384,0.0
Container_503,0.8572719095243931,0.4601661080655079,0.5416666666666667
Container_504,0.6990517904329493,0.44154606943975333,0.75
Container_505,0.19264107967031238,0.7338979968302632,0.125
Container_506,0.6792002851918051,0.47029887327115105,0.25
Container_508,0.8509012346233329,0.8795933037144812,0.9583333333333334
Container_509,0.4726560816193051,0.4969471797136844,0.41666666666666663
Container_510,0.6387083898421995,0.5321520434409831,0.5833333333333333
Container_511,0.3474731028782702,0.15148050958282452,0.16666666666666663
Container_514,0.886527701770631,0.5566005871807529,0.08333333333333337
Container_515,0.23128520600262634,0.6053244649986577,0.5833333333333333
Container_516,0.9895427976708603,0.9240475633730849,0.875
Container_517,0.6678399869849204,0.24791498869806958,0.375
Container_519,0.32106870814314564,0.24089133691877332,0.41666666666666663
Container_520,0.6553622029365189,0.08073302328803901,0.375
Container_522,0.8401952410860215,0.06813202040409815,0.16666666666666663
Container_523,0.3406880354106448,0.9037387305463899,0.7916666666666666
Container_524,0.15601136030609838,0.8726995591814112,0.5416666666666667
